id,group,y_true,file_path,prompt,detector_name,score,y_hat,split
fake_female-doctor_0000,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0000.png,,cnndetection,2.765409429228427e-12,0,test
fake_female-doctor_0001,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0001.png,,cnndetection,1.916333057340523e-15,0,test
fake_female-doctor_0002,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0002.png,,cnndetection,1.18527133559475e-22,0,test
fake_female-doctor_0003,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0003.png,,cnndetection,1.1153385954068042e-14,0,test
fake_female-doctor_0004,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0004.png,,cnndetection,4.463181030310222e-21,0,test
fake_female-doctor_0005,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0005.png,,cnndetection,1.5055964108535732e-19,0,test
fake_female-doctor_0006,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0006.png,,cnndetection,2.575772277760291e-12,0,test
fake_female-doctor_0007,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0007.png,,cnndetection,3.2840906659315066e-17,0,test
fake_female-doctor_0008,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0008.png,,cnndetection,1.06225425842039e-17,0,test
fake_female-doctor_0009,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0009.png,,cnndetection,9.494445633073568e-20,0,test
fake_female-doctor_0010,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0010.png,,cnndetection,5.102791067850552e-22,0,test
fake_female-doctor_0011,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0011.png,,cnndetection,4.9199639778319985e-20,0,test
fake_female-doctor_0012,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0012.png,,cnndetection,7.717316369282301e-11,0,test
fake_female-doctor_0013,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0013.png,,cnndetection,4.916247530600826e-13,0,test
fake_female-doctor_0014,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0014.png,,cnndetection,2.869050676000657e-16,0,test
fake_female-doctor_0015,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0015.png,,cnndetection,3.0644594500861544e-11,0,test
fake_female-doctor_0016,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0016.png,,cnndetection,1.4209590837819943e-18,0,test
fake_female-doctor_0017,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0017.png,,cnndetection,3.3545854895983274e-13,0,test
fake_female-doctor_0018,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0018.png,,cnndetection,5.08949010780607e-16,0,test
fake_female-doctor_0019,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0019.png,,cnndetection,4.4295431275568394e-15,0,test
fake_female-doctor_0020,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0020.png,,cnndetection,2.6508859749736953e-18,0,test
fake_female-doctor_0021,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0021.png,,cnndetection,9.38858264406834e-15,0,test
fake_female-doctor_0022,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0022.png,,cnndetection,2.2790025891044935e-23,0,test
fake_female-doctor_0023,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0023.png,,cnndetection,4.708977410057056e-19,0,test
fake_female-doctor_0024,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0024.png,,cnndetection,2.200529455023154e-19,0,test
fake_female-doctor_0025,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0025.png,,cnndetection,3.372360648297195e-25,0,test
fake_female-doctor_0026,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0026.png,,cnndetection,7.211001252979202e-17,0,test
fake_female-doctor_0027,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0027.png,,cnndetection,1.603415998359527e-17,0,test
fake_female-doctor_0028,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0028.png,,cnndetection,7.121761410261317e-20,0,test
fake_female-doctor_0029,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0029.png,,cnndetection,9.902435207989941e-17,0,test
fake_female-doctor_0030,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0030.png,,cnndetection,1.9339866533294012e-16,0,test
fake_female-doctor_0031,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0031.png,,cnndetection,2.212576947734198e-17,0,test
fake_female-doctor_0032,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0032.png,,cnndetection,1.0516858060036215e-18,0,test
fake_female-doctor_0033,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0033.png,,cnndetection,3.0947388460878618e-15,0,test
fake_female-doctor_0034,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0034.png,,cnndetection,2.5839537458102933e-17,0,test
fake_female-doctor_0035,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0035.png,,cnndetection,2.9748829015385188e-18,0,test
fake_female-doctor_0036,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0036.png,,cnndetection,9.560836111254922e-15,0,test
fake_female-doctor_0037,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0037.png,,cnndetection,7.5323315293363e-12,0,test
fake_female-doctor_0038,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0038.png,,cnndetection,1.1292513550874284e-16,0,test
fake_female-doctor_0039,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0039.png,,cnndetection,6.443710217570485e-25,0,test
fake_female-doctor_0040,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0040.png,,cnndetection,4.861798387161253e-17,0,test
fake_female-doctor_0041,female-doctor,1,/content/drive/MyDrive/project/data/shuffled_32x32/fake/female-doctor/fake_female-doctor_0041.png,,cnndetection,4.402372955919596e-22,0,test
