id,group,y_true,file_path,prompt,detector_name,score,y_hat,split
fake_female-doctor_0000,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0000.png,,lgrad,5.640037431886024e-19,0,test
fake_female-doctor_0001,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0001.png,,lgrad,1.1971127231456867e-15,0,test
fake_female-doctor_0002,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0002.png,,lgrad,7.287303119068392e-15,0,test
fake_female-doctor_0003,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0003.png,,lgrad,7.151679422279233e-13,0,test
fake_female-doctor_0004,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0004.png,,lgrad,1.1848698020996973e-13,0,test
fake_female-doctor_0005,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0005.png,,lgrad,5.932827212083483e-18,0,test
fake_female-doctor_0006,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0006.png,,lgrad,6.26426193992123e-17,0,test
fake_female-doctor_0007,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0007.png,,lgrad,2.903384455597846e-13,0,test
fake_female-doctor_0008,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0008.png,,lgrad,2.6455776453012878e-14,0,test
fake_female-doctor_0009,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0009.png,,lgrad,6.840742637655156e-17,0,test
fake_female-doctor_0010,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0010.png,,lgrad,9.220761090431018e-13,0,test
fake_female-doctor_0011,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0011.png,,lgrad,7.505487394497369e-19,0,test
fake_female-doctor_0012,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0012.png,,lgrad,1.0324344677792308e-11,0,test
fake_female-doctor_0013,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0013.png,,lgrad,2.416497557611308e-10,0,test
fake_female-doctor_0014,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0014.png,,lgrad,1.8491112775079893e-13,0,test
fake_female-doctor_0015,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0015.png,,lgrad,4.849787021629637e-13,0,test
fake_female-doctor_0016,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0016.png,,lgrad,4.3316611690775997e-13,0,test
fake_female-doctor_0017,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0017.png,,lgrad,1.2316263460487864e-12,0,test
fake_female-doctor_0018,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0018.png,,lgrad,1.4037638806829104e-15,0,test
fake_female-doctor_0019,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0019.png,,lgrad,8.033474215230068e-17,0,test
fake_female-doctor_0020,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0020.png,,lgrad,5.920053475474133e-18,0,test
fake_female-doctor_0021,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0021.png,,lgrad,3.093413623337213e-17,0,test
fake_female-doctor_0022,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0022.png,,lgrad,9.204169002484386e-14,0,test
fake_female-doctor_0023,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0023.png,,lgrad,1.3794677782062812e-14,0,test
fake_female-doctor_0024,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0024.png,,lgrad,2.5481131152530876e-21,0,test
fake_female-doctor_0025,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0025.png,,lgrad,1.3893779182705401e-10,0,test
fake_female-doctor_0026,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0026.png,,lgrad,1.3842301966331085e-18,0,test
fake_female-doctor_0027,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0027.png,,lgrad,1.0591654506578174e-12,0,test
fake_female-doctor_0028,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0028.png,,lgrad,4.6166360825837245e-16,0,test
fake_female-doctor_0029,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0029.png,,lgrad,3.1454293210580585e-15,0,test
fake_female-doctor_0030,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0030.png,,lgrad,1.0518173788540142e-12,0,test
fake_female-doctor_0031,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0031.png,,lgrad,8.444129022948754e-17,0,test
fake_female-doctor_0032,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0032.png,,lgrad,1.6129004869972624e-13,0,test
fake_female-doctor_0033,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0033.png,,lgrad,7.353028825899047e-17,0,test
fake_female-doctor_0034,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0034.png,,lgrad,4.407275743104267e-16,0,test
fake_female-doctor_0035,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0035.png,,lgrad,1.2594111493832933e-15,0,test
fake_female-doctor_0036,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0036.png,,lgrad,8.13588690920286e-19,0,test
fake_female-doctor_0037,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0037.png,,lgrad,9.211472548042553e-18,0,test
fake_female-doctor_0038,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0038.png,,lgrad,1.9744400039043682e-18,0,test
fake_female-doctor_0039,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0039.png,,lgrad,4.958688864723672e-18,0,test
fake_female-doctor_0040,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0040.png,,lgrad,5.98646024245475e-13,0,test
fake_female-doctor_0041,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0041.png,,lgrad,3.605192875597062e-15,0,test
fake_female-doctor_0042,female-doctor,1,/content/drive/MyDrive/project/data/high_pass_residuals/fake/female-doctor/fake_female-doctor_0042.png,,lgrad,2.4270863541779e-16,0,test
